frame_path,angle
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224350_101.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230431_446.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225505_354.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225921_470.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225554_110.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230542_454.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_231036_465.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223736_238.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225604_360.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225405_641.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225536_114.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230957_188.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225331_111.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230038_979.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_231046_069.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225957_714.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224221_467.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230840_834.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225427_118.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225409_118.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230640_835.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223729_479.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225844_841.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223736_991.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225407_112.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225635_720.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230852_680.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224421_592.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224412_698.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230645_199.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224310_983.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230222_088.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225738_593.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225615_850.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224106_089.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230430_708.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230043_214.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225719_869.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230453_582.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230436_577.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225912_601.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225944_845.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224030_485.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230619_447.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230455_954.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223935_482.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230543_832.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224355_716.jpg,150
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230515_328.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223808_231.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223810_986.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225633_978.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230529_072.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_231106_322.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224046_597.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230621_699.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230852_951.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223658_238.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230347_207.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230023_842.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224008_095.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230644_444.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225616_734.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230226_094.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225826_606.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230303_975.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230419_106.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230317_964.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230247_583.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230938_687.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223735_475.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224123_113.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225843_978.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223723_848.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224004_595.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230732_692.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230529_842.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223625_113.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225454_244.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225322_989.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224340_083.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230904_073.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230213_467.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230220_219.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230312_707.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225444_619.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230052_089.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230637_446.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230351_965.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223758_224.jpg,30
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230310_328.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224256_960.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223636_983.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223817_100.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225815_602.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224217_842.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223613_370.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230115_601.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230539_712.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230538_947.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225614_978.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223756_350.jpg,30
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230947_331.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225838_233.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230630_948.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225631_728.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223846_232.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225808_969.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230750_692.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224001_852.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_231012_826.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224052_351.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225415_119.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223646_484.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224002_344.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224135_716.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225702_850.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225720_353.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230251_832.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230820_321.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225652_480.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230026_486.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230922_684.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224418_580.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230901_197.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223952_719.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230336_096.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230905_436.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223632_978.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_231058_702.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223819_740.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230524_079.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230627_823.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223622_624.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225631_227.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224132_713.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223624_483.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224116_355.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225505_604.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223740_983.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225723_350.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230621_197.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230211_583.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230532_458.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223941_845.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224112_218.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225606_100.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225858_227.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223730_876.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224411_963.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225355_113.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225758_971.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223851_100.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224000_216.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224338_833.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223757_477.jpg,30
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224340_840.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223650_501.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223943_722.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230720_949.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223923_968.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224251_465.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230114_089.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224021_102.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223752_480.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_231019_690.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230334_082.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230211_241.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224123_727.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230525_708.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230503_074.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230835_323.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230030_849.jpg,30
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223715_119.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230025_992.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225821_987.jpg,30
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_231103_452.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223807_725.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224405_094.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225320_111.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230914_835.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230231_342.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230715_950.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223632_236.jpg,30
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225540_496.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230513_577.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_231015_955.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230958_965.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223741_856.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230636_571.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224155_229.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223652_356.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224248_970.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224012_718.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230051_609.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230312_333.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230123_336.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230600_702.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225948_216.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225324_863.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224204_479.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224049_735.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_231047_572.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225917_713.jpg,150
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223609_978.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230849_214.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230254_104.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223659_108.jpg,150
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230217_722.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230047_729.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230147_465.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223820_599.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224001_970.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224311_605.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223644_120.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225528_232.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230258_857.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230518_219.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224419_707.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230709_066.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224108_220.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225408_122.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223922_844.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224119_092.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230341_087.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230255_848.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230822_690.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225957_855.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225928_975.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224057_483.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230924_561.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230847_818.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230634_949.jpg,150
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224250_587.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223719_227.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230237_080.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224053_465.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224407_093.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223956_223.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230246_082.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230005_844.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225327_857.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230741_583.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224413_955.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224424_349.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223616_854.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224200_852.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230259_338.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223725_599.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223754_983.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230131_719.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230806_327.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225423_487.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223603_735.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223912_842.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224046_845.jpg,30
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230814_838.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230534_731.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223914_987.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224414_709.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225738_840.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230435_204.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230720_717.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225859_858.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230102_592.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225730_228.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224151_344.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225726_720.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224007_355.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230619_586.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230712_701.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225602_351.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225728_472.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_231038_185.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225609_980.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225406_363.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224037_589.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225605_978.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230502_594.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223624_741.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223736_475.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225922_222.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230645_341.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224045_218.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225735_110.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230103_340.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230137_850.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225330_993.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225552_238.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230051_494.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230335_089.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225449_115.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230100_836.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223739_479.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230658_452.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224322_989.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224141_729.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230434_577.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_231015_813.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230752_830.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225952_341.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_231056_204.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224021_721.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230154_959.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225723_970.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230747_460.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224140_357.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225420_360.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230916_615.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223843_724.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_231020_936.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230024_492.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230415_591.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223823_751.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230645_465.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223904_358.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225434_618.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225635_107.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224257_836.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230613_448.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225926_718.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230601_952.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230438_335.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230647_329.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223759_349.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230013_224.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225911_732.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224345_348.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223708_357.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225740_111.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230042_593.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224317_227.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230110_973.jpg,90
